Statistical Population,True Prevalence,New Clinical Cases,Infectious Vectors,Rainfall,Air Temperature,Time,Day,Year,date,Run_Number
2000,0.0,0,0.0,7.632783294298e-14,23.33395767212,0,0,2022,2021-12-31,0
2000,0.0,0,0.0,0.0,24.39057731628,1,1,2022,2022-01-01,0
2000,0.0,0,0.0,0.0,24.80182647705,2,2,2022,2022-01-02,0
2000,0.0,0,0.0,0.0,25.13122367859,3,3,2022,2022-01-03,0
2000,0.0,0,0.0,0.0,25.55939292908,4,4,2022,2022-01-04,0
2001,0.0,0,0.0,3.469446740195e-15,25.06877708435,5,5,2022,2022-01-05,0
2001,0.01299350336194,0,0.0,8.326672684689e-14,25.06823348999,6,6,2022,2022-01-06,0
2000,0.01300000026822,0,0.0,7.632783294298e-14,23.6427154541,7,7,2022,2022-01-07,0
2000,0.01300000026822,0,0.0,0.0,23.08224868774,8,8,2022,2022-01-08,0
2000,0.01300000026822,0,0.0,0.0,23.22122383118,9,9,2022,2022-01-09,0
2001,0.01299350336194,0,0.0,0.0,23.15016174316,10,10,2022,2022-01-10,0
2001,0.01299350336194,0,0.0,0.0,23.56979370117,11,11,2022,2022-01-11,0
2002,0.01298701297492,0,0.0,0.0,24.47475242615,12,12,2022,2022-01-12,0
2002,0.01298701297492,0,0.0,0.0,23.85306930542,13,13,2022,2022-01-13,0
2002,0.01298701297492,0,0.0,0.0,23.47863960266,14,14,2022,2022-01-14,0
2002,0.01298701297492,0,0.0,0.0,23.14185714722,15,15,2022,2022-01-15,0
2003,0.01298052910715,1,0.0,0.0,22.49990081787,16,16,2022,2022-01-16,0
2002,0.01298701297492,7,0.0,0.0,23.23140907288,17,17,2022,2022-01-17,0
2002,0.01298701297492,18,0.0,0.0,24.28709983826,18,18,2022,2022-01-18,0
2002,0.01298701297492,0,0.0,0.0,24.87830734253,19,19,2022,2022-01-19,0
2002,0.01298701297492,0,0.0,0.0,25.65163421631,20,20,2022,2022-01-20,0
2002,0.01298701297492,0,0.0,0.0,26.35334396362,21,21,2022,2022-01-21,0
2002,0.01298701297492,0,0.0,0.0,27.26174163818,22,22,2022,2022-01-22,0
2002,0.01298701297492,0,0.0,0.0,27.58803367615,23,23,2022,2022-01-23,0
2002,0.01298701297492,0,0.0,0.0,28.66991233826,24,24,2022,2022-01-24,0
2001,0.01299350336194,0,0.0,0.0,28.73093223572,25,25,2022,2022-01-25,0
2001,0.01299350336194,0,0.0,0.0,29.649269104,26,26,2022,2022-01-26,0
2002,0.01298701297492,0,0.0,0.0,29.40035438538,27,27,2022,2022-01-27,0
2003,0.01298052910715,0,0.0,3.469446740195e-15,29.24612236023,28,28,2022,2022-01-28,0
2003,0.01298052910715,0,0.0,7.979727989493e-14,29.87260055542,29,29,2022,2022-01-29,0
2003,0.01298052910715,0,0.0,0.0,29.25821113586,30,30,2022,2022-01-30,0
2003,0.01298052910715,0,0.0,0.0,30.59656333923,31,31,2022,2022-01-31,0
2003,0.01298052910715,0,0.0,3.989863994747e-14,28.134765625,32,32,2022,2022-02-01,0
2002,0.01298701297492,0,0.0,3.469446740195e-15,24.61022567749,33,33,2022,2022-02-02,0
2001,0.01299350336194,0,0.0,7.979727989493e-14,24.28687095642,34,34,2022,2022-02-03,0
2000,0.01300000026822,0,0.0,0.0,24.89077758789,35,35,2022,2022-02-04,0
2000,0.01300000026822,0,0.0,0.0,27.13717460632,36,36,2022,2022-02-05,0
2000,0.01300000026822,0,1.96544751816e-05,0.0,27.48182678223,37,37,2022,2022-02-06,0
2000,0.01300000026822,0,1.937496381288e-05,0.0,27.89832305908,38,38,2022,2022-02-07,0
2000,0.01300000026822,0,0.0001243755250471,0.0,29.17287445068,39,39,2022,2022-02-08,0
2002,0.01298701297492,0,0.0002698775206227,0.0,29.53177070618,40,40,2022,2022-02-09,0
2002,0.01298701297492,0,0.001106784213334,0.0,29.94049072266,41,41,2022,2022-02-10,0
2003,0.01298052910715,0,0.001413912861608,3.469446740195e-15,29.27120780945,42,42,2022,2022-02-11,0
2003,0.01298052910715,0,0.002588368486613,7.632783294298e-14,27.55647277832,43,43,2022,2022-02-12,0
2003,0.01298052910715,0,0.002885744441301,0.0,27.396692276,44,44,2022,2022-02-13,0
2003,0.01298052910715,0,0.002975666197017,0.0,28.35775947571,45,45,2022,2022-02-14,0
2003,0.01298052910715,0,0.00296467426233,0.0,29.60936546326,46,46,2022,2022-02-15,0
