Statistical Population,True Prevalence,New Clinical Cases,Infectious Vectors,Rainfall,Air Temperature,Time,Day,Year,date,Run_Number
2011,0.9537543654442,32,0.1122071295977,5.294721603394,28.79230499268,277,277,2022,2022-10-04,0
2011,0.9537543654442,20,0.1141192540526,8.371284484863,27.22231674194,278,278,2022,2022-10-05,0
2011,0.9527598023415,24,0.1154780238867,0.18908880651,28.59292030334,279,279,2022,2022-10-06,0
2011,0.9522625803947,16,0.1174784079194,1.637278676033,27.53894042969,280,280,2022,2022-10-07,0
2011,0.9522625803947,23,0.120504245162,0.4335533082485,26.82825469971,281,281,2022,2022-10-08,0
2011,0.9537543654442,28,0.1254449635744,1.915425896645,27.90075302124,282,282,2022,2022-10-09,0
2011,0.9542515873909,14,0.1264596581459,1.418523192406,28.32422637939,283,283,2022,2022-10-10,0
2011,0.9542515873909,27,0.131550475955,0.2716112434864,28.1704750061,284,284,2022,2022-10-11,0
2011,0.9547488689423,28,0.1209308803082,0.01226439140737,28.25459289551,285,285,2022,2022-10-12,0
2011,0.9537543654442,23,0.1214122101665,1.301328063011,28.41814613342,286,286,2022,2022-10-13,0
2011,0.9532570838928,34,0.1382563114166,0.03020457364619,28.65414047241,287,287,2022,2022-10-14,0
2011,0.955743432045,30,0.1431113481522,0.4069322347641,29.29359817505,288,288,2022,2022-10-15,0
2011,0.9542515873909,23,0.1465827077627,0.04939707741141,29.77882766724,289,289,2022,2022-10-16,0
2011,0.9532570838928,31,0.148935765028,0.4657154083252,29.04313087463,290,290,2022,2022-10-17,0
2011,0.9532570838928,20,0.1513243764639,0.03508717566729,30.51965332031,291,291,2022,2022-10-18,0
2011,0.9532570838928,25,0.1515236645937,1.561954855919,29.41552352905,292,292,2022,2022-10-19,0
2011,0.9517652988434,20,0.1671816557646,1.058768391609,30.20004844666,293,293,2022,2022-10-20,0
2012,0.9512922167778,28,0.1724198609591,0.01398095581681,29.08631324768,294,294,2022,2022-10-21,0
2013,0.9523099660873,26,0.1670849621296,0.0,30.23465919495,295,295,2022,2022-10-22,0
2013,0.9528067708015,17,0.1654392927885,0.02289230190217,30.2100315094,296,296,2022,2022-10-23,0
2013,0.9533035159111,21,0.1660117805004,0.0,29.32349205017,297,297,2022,2022-10-24,0
2012,0.9532803297043,23,0.1689626574516,0.0,29.89076042175,298,298,2022,2022-10-25,0
2014,0.9528301954269,27,0.1703539341688,0.0,29.50812339783,299,299,2022,2022-10-26,0
2013,0.9542970657349,18,0.1722971946001,6.938893480391e-15,29.81163978577,300,300,2022,2022-10-27,0
2012,0.9537773132324,19,0.1747122555971,1.613292832658e-13,30.28776359558,301,301,2022,2022-10-28,0
2012,0.9552683830261,20,0.1767383515835,3.989863994747e-14,29.81006813049,302,302,2022,2022-10-29,0
2012,0.957256436348,20,0.1784996241331,0.0,29.4584903717,303,303,2022,2022-10-30,0
2013,0.9582712650299,12,0.1820524781942,0.0,29.67033195496,304,304,2022,2022-10-31,0
2013,0.959264755249,18,0.1848387718201,0.0,28.49994087219,305,305,2022,2022-11-01,0
2013,0.9602583050728,20,0.1864223182201,0.0,29.2002620697,306,306,2022,2022-11-02,0
2013,0.9602583050728,21,0.1872293055058,0.0,28.4154586792,307,307,2022,2022-11-03,0
2013,0.9632389545441,18,0.1884503960609,0.0,29.21613502502,308,308,2022,2022-11-04,0
2013,0.9662195444107,14,0.1872393339872,0.0,29.81984519958,309,309,2022,2022-11-05,0
2013,0.9677098989487,18,0.1745825111866,0.0,29.12499809265,310,310,2022,2022-11-06,0
2013,0.9687034487724,19,0.1765005141497,0.0,28.48020744324,311,311,2022,2022-11-07,0
2014,0.9687189459801,20,0.1777248382568,8.326672684689e-14,28.21681785583,312,312,2022,2022-11-08,0
2013,0.9696969985962,22,0.1783609241247,8.153200337091e-14,28.61365318298,313,313,2022,2022-11-09,0
2013,0.9701937437057,31,0.1790768802166,3.642919299551e-14,28.29880523682,314,314,2022,2022-11-10,0
2013,0.9706904888153,27,0.1922863274813,0.0,27.861743927,315,315,2022,2022-11-11,0
2014,0.9702085256577,21,0.1909686177969,7.979727989493e-14,27.67786407471,316,316,2022,2022-11-12,0
2014,0.9697120189667,14,0.1919877231121,0.0,27.20407485962,317,317,2022,2022-11-13,0
2015,0.9687345027924,17,0.1927787810564,0.0,26.7127571106,318,318,2022,2022-11-14,0
2014,0.9687189459801,25,0.1794167011976,0.0,26.23419189453,319,319,2022,2022-11-15,0
2015,0.96823823452,16,0.1770787090063,0.0,27.07927513123,320,320,2022,2022-11-16,0
2015,0.96823823452,21,0.1780171245337,3.469446740195e-15,28.43232345581,321,321,2022,2022-11-17,0
2015,0.9687345027924,20,0.1887710094452,8.673617379884e-14,27.8672542572,322,322,2022,2022-11-18,0
2015,0.9687345027924,15,0.1889536976814,1.630640067418e-13,29.11666870117,323,323,2022,2022-11-19,0
2015,0.9692307710648,17,0.1886826902628,7.979727989493e-14,28.32390975952,324,324,2022,2022-11-20,0
2014,0.9702085256577,21,0.1903745979071,0.0,27.57871627808,325,325,2022,2022-11-21,0
2014,0.9707050919533,19,0.1857901662588,0.0,27.2329044342,326,326,2022,2022-11-22,0
2015,0.970719575882,17,0.1859176158905,3.469446740195e-15,26.79002380371,327,327,2022,2022-11-23,0
2014,0.9707050919533,18,0.1854101121426,7.979727989493e-14,26.00415611267,328,328,2022,2022-11-24,0
2014,0.9716981053352,15,0.1851918399334,3.469446740195e-15,26.71855735779,329,329,2022,2022-11-25,0
2014,0.9726911783218,13,0.1859110742807,7.632783294298e-14,26.16934204102,330,330,2022,2022-11-26,0
2014,0.9726911783218,20,0.1871057003736,0.0,26.05952453613,331,331,2022,2022-11-27,0
2013,0.973174393177,24,0.1841529607773,7.979727989493e-14,25.01064682007,332,332,2022,2022-11-28,0
2014,0.9731876850128,22,0.1820973455906,0.0,25.316198349,333,333,2022,2022-11-29,0
2014,0.9736841917038,13,0.1796539276838,0.0,25.34561538696,334,334,2022,2022-11-30,0
2014,0.9751737713814,20,0.1805153787136,0.0,25.46265220642,335,335,2022,2022-12-01,0
2013,0.9751614332199,14,0.1782564669847,0.0,24.91928291321,336,336,2022,2022-12-02,0
2013,0.9746646881104,16,0.1789593845606,0.0,25.9827747345,337,337,2022,2022-12-03,0
2012,0.9746521115303,23,0.1650836765766,0.0,25.85892486572,338,338,2022,2022-12-04,0
2013,0.9751614332199,14,0.1775455027819,3.469446740195e-15,25.94884681702,339,339,2022,2022-12-05,0
2012,0.9746521115303,11,0.1761227250099,7.979727989493e-14,26.05364608765,340,340,2022,2022-12-06,0
2011,0.9746394753456,26,0.1742548495531,0.0,25.68926429749,341,341,2022,2022-12-07,0
2011,0.975136756897,18,0.1737740933895,0.0,24.6734790802,342,342,2022,2022-12-08,0
2011,0.975136756897,18,0.171015560627,0.0,23.99765396118,343,343,2022,2022-12-09,0
2010,0.9751243591309,18,0.1809404343367,0.0,24.03457450867,344,344,2022,2022-12-10,0
2010,0.9751243591309,21,0.1788126826286,0.0,23.59955978394,345,345,2022,2022-12-11,0
2010,0.9741293787956,12,0.1757374703884,0.0,23.48149490356,346,346,2022,2022-12-12,0
2010,0.9741293787956,20,0.1632469147444,0.0,23.29784965515,347,347,2022,2022-12-13,0
2010,0.9741293787956,13,0.1613655537367,0.0,23.84565544128,348,348,2022,2022-12-14,0
2010,0.9746268391609,10,0.1733659058809,0.0,23.95202255249,349,349,2022,2022-12-15,0
2010,0.9746268391609,15,0.1704742759466,0.0,23.81646347046,350,350,2022,2022-12-16,0
2011,0.9746394753456,13,0.1730314344168,8.326672684689e-14,24.53352355957,351,351,2022,2022-12-17,0
2011,0.975136756897,21,0.1739571988583,7.979727989493e-14,25.09098815918,352,352,2022,2022-12-18,0
2011,0.9761312603951,16,0.1689852625132,0.0,25.50563621521,353,353,2022,2022-12-19,0
2011,0.9761312603951,17,0.1658562868834,3.469446740195e-15,24.39268112183,354,354,2022,2022-12-20,0
2011,0.9761312603951,10,0.1670832782984,7.979727989493e-14,24.31074714661,355,355,2022,2022-12-21,0
2011,0.9761312603951,9,0.1622288674116,0.0,24.24152374268,356,356,2022,2022-12-22,0
2011,0.9766285419464,14,0.1627995967865,1.734723370098e-15,24.03646087646,357,357,2022,2022-12-23,0
2010,0.9771144390106,12,0.1603205949068,4.336808689942e-14,24.9034576416,358,358,2022,2022-12-24,0
2010,0.9771144390106,9,0.169747620821,7.285838599103e-14,25.08051109314,359,359,2022,2022-12-25,0
2009,0.977600812912,22,0.1670740544796,0.0,24.59004211426,360,360,2022,2022-12-26,0
2009,0.9780985713005,18,0.1642465889454,7.979727989493e-14,23.63694763184,361,361,2022,2022-12-27,0
2010,0.9771144390106,19,0.1612620800734,0.0,22.3793258667,362,362,2022,2022-12-28,0
2010,0.9766169190407,18,0.1586036235094,0.0,22.4548034668,363,363,2022,2022-12-29,0
2010,0.9761193990707,11,0.1556152701378,3.469446740195e-15,24.44008827209,364,364,2022,2022-12-30,0
