month,PfPR,Cases,Severe cases,Pop,agebin,Run_Number
7,0.8526265060241,3.482891421765,0.1055421642959,345.8333333333,5.0,2
8,0.8532364470791,4.292475286871,0.03489817306399,348.6333333333,5.0,2
9,0.8263540977408,3.553738575429,0.1380092650652,352.6333333333,5.0,2
10,0.8563839878581,4.120185855776,0.1038702316582,351.4,5.0,2
11,0.8452392276229,3.819081149995,0.1388756781816,350.4333333333,5.0,2
12,0.8715805471125,3.674961850047,0.06933890283108,350.9333333333,5.0,2
13,0.8513372037689,3.091748353094,0.06947749108076,350.2333333333,5.0,2
14,0.7630151327686,3.126487098634,0.0,350.2333333333,5.0,2
15,0.750353406842,4.058995291591,0.06879653036594,353.7,5.0,2
16,0.8258458646617,5.179981131107,0.03430451080203,354.6666666667,5.0,2
17,0.8951965065502,4.442534375936,0.1017374284565,358.7666666667,5.0,2
18,0.9050644567219,3.26012892276,0.0336095765233,362.0,5.0,2
19,0.8738989337042,3.384330123663,0.06768660247326,359.5,5.0,2
20,0.858024691358,4.233071535826,0.0,356.4,5.0,2
21,0.8466046511628,3.734883666039,0.03395348787308,358.3333333333,5.0,2
22,0.8798041389505,4.687269221991,0.06744272261858,360.8,5.0,2
23,0.8884052602334,3.988701812923,0.1352102309465,359.9333333333,5.0,2
24,0.8708275543227,3.509940087795,0.06749884784222,360.5,5.0,2
1,0.8353753235548,3.380212754011,0.0,579.5,15.0,2
2,0.8081308303582,3.299838624895,0.0,578.8666666667,15.0,2
3,0.8191783983383,3.432667843997,0.0,577.7333333333,15.0,2
4,0.8290647815506,4.039575720206,0.02114961110055,575.2666666667,15.0,2
5,0.8523349248865,3.783044114709,0.0,572.4666666667,15.0,2
6,0.8599801390268,3.283486288041,0.02132133953273,570.6333333333,15.0,2
7,0.8576898156329,3.611945673823,0.0,565.9,15.0,2
8,0.8339620417305,3.334610294551,0.0,565.5333333333,15.0,2
9,0.8205370874246,3.389625031501,0.0,563.5333333333,15.0,2
10,0.8311391960681,3.694634661078,0.0,569.7,15.0,2
11,0.8579495837457,4.143622191623,0.0,572.5666666667,15.0,2
12,0.8609252254873,3.313354812562,0.0,572.8333333333,15.0,2
13,0.8336240986276,2.907943632454,0.0,573.2,15.0,2
14,0.7936369452684,2.950910331681,0.0,573.1,15.0,2
15,0.7866705471478,3.760477250442,0.0,572.6666666667,15.0,2
16,0.8210656899811,4.139886617661,0.0,564.2666666667,15.0,2
17,0.854767842299,3.055753469467,0.0,561.4,15.0,2
18,0.84721973362,3.509824926034,0.0,558.1,15.0,2
19,0.8380901731372,3.580334432423,0.0,564.1,15.0,2
20,0.8233095877613,3.26083150506,0.0,570.8666666667,15.0,2
21,0.8411236740879,2.978202551603,0.0,571.9333333333,15.0,2
22,0.8246064139942,3.149854332209,0.0,571.6666666667,15.0,2
23,0.8381674934345,3.450831614435,0.0,571.1666666667,15.0,2
24,0.8468663891657,3.509409531951,0.0,568.5666666667,15.0,2
1,0.8260936584764,3.071954905987,0.0,1081.233333333,115.0,2
2,0.8247454489355,3.457420441322,0.0,1080.333333333,115.0,2
3,0.827192221947,3.390512801707,0.01130170933902,1076.533333333,115.0,2
4,0.838433216794,3.715386147611,0.0,1077.366666667,115.0,2
5,0.8561311272615,3.329982883297,0.0,1077.833333333,115.0,2
6,0.8536141044246,3.414796072058,0.0112699540332,1079.566666667,115.0,2
7,0.8563925106593,3.462120614946,0.0,1078.866666667,115.0,2
8,0.835134884009,3.052312200889,0.0,1076.233333333,115.0,2
9,0.8340549233053,3.262153754942,0.0,1077.866666667,115.0,2
10,0.8434812202215,3.636222921312,0.0,1077.4,115.0,2
11,0.8566800370256,3.682659558021,0.0,1080.333333333,115.0,2
12,0.8429466407431,3.165293416008,0.0,1080.1,115.0,2
13,0.8355754396791,3.187133501284,0.0,1080.333333333,115.0,2
14,0.8128649550468,3.123706156388,0.0,1078.9,115.0,2
15,0.8120577238033,3.20323837176,0.0,1078.7,115.0,2
16,0.8324044708563,3.720017333515,0.0,1082.566666667,115.0,2
17,0.8526737555864,3.127446530387,0.0,1081.5,115.0,2
18,0.852125521719,3.2838150803,0.0,1078.166666667,115.0,2
19,0.8423919810733,2.9769019261,0.0,1070.8,115.0,2
20,0.8302818221583,3.19315135479,0.0,1066.866666667,115.0,2
21,0.8176647080885,3.262595379725,0.01140767615288,1066.533333333,115.0,2
22,0.8457406944791,3.362321997993,0.0,1067.466666667,115.0,2
23,0.8474169626722,3.264005623758,0.0,1069.8,115.0,2
24,0.8468675334347,2.740869484842,0.0,1074.233333333,115.0,2
1,0.4300341296928,4.360068082809,0.0,19.53333333333,0.25,1
2,0.4183098591549,3.59859162569,0.0,23.66666666667,0.25,1
3,0.3667117726658,2.469553500414,0.4939107000828,24.63333333333,0.25,1
4,0.4515706806283,5.255235612392,0.4777486920357,25.46666666667,0.25,1
5,0.4977973568282,4.287812232971,0.5359765291214,22.7,0.25,1
6,0.5048231511254,4.694533824921,0.5868167281151,20.73333333333,0.25,1
7,0.714859437751,4.397590398788,0.0,16.6,0.25,1
8,0.5430107526882,2.616487503052,0.0,18.6,0.25,1
9,0.3290734824281,2.332268476486,0.0,20.86666666667,0.25,1
10,0.5690690690691,6.028528213501,0.5480480194092,22.2,0.25,1
11,0.605,5.475000143051,1.216666698456,20.0,0.25,1
12,0.4264150943396,2.754716873169,0.0,17.66666666667,0.25,1
13,0.3128205128205,1.247863292694,0.0,19.5,0.25,1
14,0.2800632911392,2.887658178806,0.5775316357613,21.06666666667,0.25,1
15,0.3058103975535,2.790519893169,0.5581039786339,21.8,0.25,1
16,0.4306666666667,4.380000114441,0.0,25.0,0.25,1
17,0.4972899728997,4.451219469309,0.0,24.6,0.25,1
18,0.5628342245989,4.879679083824,1.463903725147,24.93333333333,0.25,1
19,0.5100334448161,3.662207365036,0.6103678941727,19.93333333333,0.25,1
20,0.528813559322,4.949152469635,1.237288117409,19.66666666667,0.25,1
21,0.4258373205742,3.492822885513,0.0,13.93333333333,0.25,1
22,0.4824561403509,2.134502887726,0.0,11.4,0.25,1
23,0.4867021276596,8.736702024937,0.0,12.53333333333,0.25,1
24,0.7412935323383,2.723880529404,0.0,13.4,0.25,1
1,0.8244696032728,3.472552448511,0.03472552448511,350.3666666667,5.0,1
2,0.7384353419733,3.176615267992,0.0,352.3666666667,5.0,1
3,0.7644258236526,3.99685787037,0.0,350.0666666667,5.0,1
4,0.8285468943803,4.805839329958,0.1392996907234,349.3666666667,5.0,1
5,0.8646516490828,3.781484507024,0.1734625920653,350.7,5.0,1
6,0.873156899811,3.829395286739,0.06899811327457,352.6666666667,5.0,1
7,0.8699370359929,3.910346880555,0.1029038652778,354.7,5.0,1
8,0.8484107579462,3.672653812915,0.03432386741042,354.4666666667,5.0,1
9,0.8291835008926,3.806727234274,0.1371793597937,354.7666666667,5.0,1
10,0.8563038742067,4.356351010501,0.06914842873812,351.9,5.0,1
11,0.8720280382684,3.734015151858,0.03457421436906,351.9,5.0,1
12,0.8587448171881,3.817847684026,0.06879004836082,353.7333333333,5.0,1
13,0.8365439633797,2.95870680362,0.0348083153367,349.5333333333,5.0,1
14,0.7586076428301,2.69296246022,0.03452515974641,352.4,5.0,1
15,0.7489165253439,4.367344856262,0.03438854217529,353.8,5.0,1
16,0.8275018811136,4.84057559073,0.1029909700155,354.4,5.0,1
17,0.8871980216854,3.888149321079,0.03471561893821,350.4666666667,5.0,1
18,0.8863916548127,3.080606918782,0.0,351.5,5.0,1
19,0.856289102624,4.601270053536,0.03408348187804,356.9666666667,5.0,1
20,0.8605124410323,3.409952644259,0.1012857221067,360.3666666667,5.0,1
21,0.848398641828,4.521886557341,0.0669909119606,363.2333333333,5.0,1
22,0.8797288632408,4.4801684618,0.06686818599701,363.9,5.0,1
23,0.896401308615,4.046710424125,0.1326790302992,366.8,5.0,1
24,0.9050054804531,3.90071239695,0.0666788443923,364.9333333333,5.0,1
1,0.8249391259772,3.274381570518,0.0,520.2,15.0,1
2,0.7976136437326,2.769275698811,0.0,514.0333333333,15.0,1
3,0.8045762165646,3.834676040336,0.0,517.1666666667,15.0,1
4,0.8134654994851,3.735517507419,0.0,517.8666666667,15.0,1
5,0.8297776635394,3.424367114902,0.0,518.7333333333,15.0,1
6,0.8540899993544,3.534766472876,0.0,516.3,15.0,1
7,0.8425207039337,3.235313031822,0.0,515.2,15.0,1
8,0.8193124104701,3.374788373709,0.0,511.9333333333,15.0,1
9,0.8112079053439,3.037316322327,0.0,512.7333333333,15.0,1
10,0.8112264763141,3.742375221103,0.0,513.6666666667,15.0,1
11,0.8331711746773,4.166828900576,0.0,513.9,15.0,1
12,0.8595207253886,3.451424945146,0.0,514.6666666667,15.0,1
13,0.8176788471436,2.51254495047,0.0,518.1333333333,15.0,1
14,0.782755267423,2.768557621166,0.0,514.1666666667,15.0,1
15,0.7558041777145,3.705943217501,0.0,515.4333333333,15.0,1
16,0.7958602846054,3.989974085242,0.0,515.3333333333,15.0,1
17,0.836116105831,3.867518501356,0.0,519.0666666667,15.0,1
18,0.8429752066116,2.94637709856,0.0,520.3,15.0,1
19,0.8432955346275,3.460823893547,0.0,520.3,15.0,1
20,0.822798661174,2.889739958569,0.0,517.8666666667,15.0,1
21,0.8196096173733,3.49146836251,0.0,515.7333333333,15.0,1
22,0.8395326192795,4.122687488794,0.0,513.5,15.0,1
23,0.8596122247782,3.358527719975,0.0,507.1666666667,15.0,1
24,0.8470171293562,3.162039667368,0.0,507.9,15.0,1
1,0.8418197984588,2.769413232803,0.0,1124.666666667,115.0,1
2,0.8223715368222,3.143943764269,0.0,1126.133333333,115.0,1
3,0.8208248216242,3.403943642043,0.0,1125.9,115.0,1
4,0.8421894437533,3.783839941025,0.0,1125.4,115.0,1
5,0.8564111673624,3.274269598536,0.0,1125.9,115.0,1
6,0.849546774098,2.994993756525,0.0,1125.266666667,115.0,1
7,0.8520358378426,3.388923479244,0.0,1127.3,115.0,1
8,0.842231358514,3.260374356061,0.0,1126.966666667,115.0,1
9,0.8373387001302,2.949123929255,0.0,1126.266666667,115.0,1
10,0.8360864416815,3.273978659883,0.0,1126.0,115.0,1
11,0.8434803238338,3.745144117624,0.0,1124.033333333,115.0,1
12,0.848875553311,3.014467764646,0.0,1122.033333333,115.0,1
13,0.8314736779631,2.621223773807,0.0,1123.266666667,115.0,1
14,0.7927914565411,2.544497167692,0.0,1123.666666667,115.0,1
15,0.7796302900618,3.221736699343,0.0,1121.6,115.0,1
16,0.8188798285816,3.725819750689,0.0,1120.066666667,115.0,1
17,0.8476878269139,3.753269016743,0.0,1121.6,115.0,1
18,0.8469533623206,3.195842530578,0.0,1119.266666667,115.0,1
19,0.8479222720478,3.3717487799,0.0,1115.0,115.0,1
20,0.8388053441975,3.313012976199,0.02186807245016,1112.733333333,115.0,1
21,0.8217786170308,2.964811285958,0.0,1112.1,115.0,1
22,0.8401030433741,3.793883382343,0.0,1112.8,115.0,1
23,0.8484259619122,2.913540109992,0.0,1114.966666667,115.0,1
24,0.8471494053147,3.269570612349,0.0,1112.633333333,115.0,1
1,0.4231464737794,5.280289173126,0.0,18.43333333333,0.25,3
2,0.2738336713996,1.480730175972,0.0,16.43333333333,0.25,3
3,0.3136882129278,3.469581604004,0.0,17.53333333333,0.25,3
4,0.4263565891473,5.65891456604,0.0,17.2,0.25,3
5,0.4153543307087,1.437007904053,0.7185039520264,16.93333333333,0.25,3
6,0.4818548387097,6.6229839921,0.7358871102333,16.53333333333,0.25,3
7,0.6610978520286,6.097851932049,0.8711217045784,13.96666666667,0.25,3
8,0.5825688073394,2.511467814445,1.674311876297,14.53333333333,0.25,3
9,0.3075506445672,2.688766002655,0.6721915006638,18.1,0.25,3
10,0.5140032948929,7.21581530571,0.0,20.23333333333,0.25,3
11,0.5791245791246,2.457912445068,0.0,19.8,0.25,3
12,0.5489130434783,4.628623127937,0.0,18.4,0.25,3
13,0.5716845878136,3.924731254578,0.0,18.6,0.25,3
14,0.5008025682183,2.343499183655,0.5858747959137,20.76666666667,0.25,3
15,0.4230088495575,3.230088353157,0.0,18.83333333333,0.25,3
16,0.5058139534884,4.951550245285,0.0,17.2,0.25,3
17,0.4300884955752,2.584070682526,0.6460176706314,18.83333333333,0.25,3
18,0.5280528052805,5.420792162418,0.0,20.2,0.25,3
19,0.6781115879828,5.743919909,0.0,23.3,0.25,3
20,0.7298747763864,2.611806869507,0.0,18.63333333333,0.25,3
21,0.515625,3.802083492279,0.0,19.2,0.25,3
22,0.5407279029463,5.693240761757,0.6325823068619,19.23333333333,0.25,3
23,0.6586538461538,4.094551324844,0.0,20.8,0.25,3
24,0.5361155698234,2.343499183655,0.0,20.76666666667,0.25,3
1,0.8322030791789,3.110795605928,0.066898830235,363.7333333333,5.0,3
2,0.7609076653445,3.26584263891,0.1010054424405,361.3666666667,5.0,3
3,0.7722772277228,4.525770366192,0.0,360.2333333333,5.0,3
4,0.8319335486848,4.514074869454,0.1010613776743,361.1666666667,5.0,3
5,0.8596262898578,3.494933497161,0.101794179529,358.5666666667,5.0,3
6,0.8754889178618,4.418886378407,0.06798286736012,357.9333333333,5.0,3
7,0.8689674264095,3.199686296284,0.03368090838194,361.2333333333,5.0,3
8,0.8321208729715,3.778679452837,0.06808431446552,357.4,5.0,3
9,0.837969012507,4.088108986616,0.0,357.1333333333,5.0,3
10,0.8577346765841,4.398832321167,0.03436587750912,354.0333333333,5.0,3
11,0.8804705882353,3.984940990806,0.0,354.1666666667,5.0,3
12,0.8821721311475,3.569765109569,0.06799552589655,357.8666666667,5.0,3
13,0.8319327731092,3.673931065947,0.03370578959584,360.9666666667,5.0,3
14,0.7405787661673,2.649111270905,0.0,358.2333333333,5.0,3
15,0.7472496736901,4.730095140636,0.06805892288685,357.5333333333,5.0,3
16,0.8406215109788,4.38081496954,0.0,358.2666666667,5.0,3
17,0.8890836947495,4.412198998034,0.1347236335278,361.2333333333,5.0,3
18,0.8789820748584,2.847589999437,0.03389988094568,358.9,5.0,3
19,0.8662806984779,4.055934343487,0.03408348187804,356.9666666667,5.0,3
20,0.8365671641791,4.187966588885,0.06809701770544,357.3333333333,5.0,3
21,0.852174728159,3.83202111721,0.0,355.6,5.0,3
22,0.8540329332961,4.584147334099,0.0,358.3,5.0,3
23,0.885092877812,3.95220772922,0.1703537814319,357.1,5.0,3
24,0.9122140938976,3.650337874889,0.03379942476749,359.9666666667,5.0,3
1,0.8345356469747,3.131214559078,0.0,512.9,15.0,3
2,0.7894771029555,3.224423632026,0.0,513.1666666667,15.0,3
3,0.7802818730922,3.38994605653,0.02370591647923,513.2333333333,15.0,3
4,0.8136867344955,4.06843367964,0.0,514.3666666667,15.0,3
5,0.8389365683681,3.886235905811,0.0,516.5666666667,15.0,3
6,0.8523606811146,3.131127368659,0.02354231104255,516.8,15.0,3
7,0.8435277382646,3.516423167661,0.0,515.5333333333,15.0,3
8,0.8242026748971,2.816358134151,0.0,518.4,15.0,3
9,0.8087913502381,3.828999726102,0.0,517.9333333333,15.0,3
10,0.8205507656672,3.781045004725,0.0,518.0666666667,15.0,3
11,0.8569476082005,4.014643630013,0.0,512.1666666667,15.0,3
12,0.8433173676268,3.089364180341,0.0,508.0333333333,15.0,3
13,0.8067470514594,2.717598972842,0.0,505.9,15.0,3
14,0.7479829452279,2.825188666582,0.0,508.1666666667,15.0,3
15,0.7738772308296,3.88932483457,0.0,509.9,15.0,3
16,0.7988219895288,3.392015766352,0.02388743497431,509.3333333333,15.0,3
17,0.8381120712228,3.727415598929,0.0,509.2,15.0,3
18,0.8351426899824,3.226938843727,0.0,512.7666666667,15.0,3
19,0.8155100983946,3.355126827955,0.0,514.9333333333,15.0,3
20,0.8131143300569,3.233639545739,0.0,515.4666666667,15.0,3
21,0.7957463364025,3.526455748826,0.0,514.0666666667,15.0,3
22,0.8232691306611,3.8476055637,0.0,512.2666666667,15.0,3
23,0.8410239792612,3.430006485432,0.0,514.3333333333,15.0,3
24,0.8376874222484,3.226281786337,0.0,509.1,15.0,3
1,0.8392582489335,3.188281592913,0.01059229765087,1148.633333333,115.0,3
2,0.8112780646284,3.144543771632,0.0,1149.133333333,115.0,3
3,0.8253465461626,3.58519070223,0.0,1147.033333333,115.0,3
4,0.8429655914604,4.129751812667,0.0,1146.033333333,115.0,3
5,0.8679201418151,3.426084605977,0.01060707308352,1147.033333333,115.0,3
6,0.8647479089219,3.349790900946,0.0,1147.733333333,115.0,3
7,0.8554931789755,3.227551594377,0.0,1145.966666667,115.0,3
8,0.8449921433975,3.451812919229,0.0,1145.533333333,115.0,3
9,0.8448446409868,3.281304546632,0.0,1145.733333333,115.0,3
10,0.8433202500363,3.501962386072,0.01061200723052,1146.5,115.0,3
11,0.8562293848736,3.569527214393,0.0,1152.066666667,115.0,3
12,0.8557639511025,3.217206536792,0.0,1153.433333333,115.0,3
13,0.8291774891775,2.981096599251,0.0,1155.0,115.0,3
14,0.8047793798942,2.689484758303,0.0,1153.566666667,115.0,3
15,0.8096435695083,3.43971314095,0.0,1153.1,115.0,3
16,0.8297280861784,3.614803332835,0.0,1151.1,115.0,3
17,0.8548349739433,3.402721587569,0.0,1151.333333333,115.0,3
18,0.8487728550317,3.447886049747,0.0,1150.366666667,115.0,3
19,0.846812449381,3.389014209621,0.0,1152.4,115.0,3
20,0.8264388749169,3.059867518023,0.0,1153.1,115.0,3
21,0.8298087187329,3.159170318395,0.0,1155.366666667,115.0,3
22,0.8390870843179,3.681344166398,0.0,1156.733333333,115.0,3
23,0.8502270163972,3.419994726777,0.01055553928018,1152.633333333,115.0,3
24,0.8617458205588,3.156562649645,0.0,1152.466666667,115.0,3
1,0.3890784982935,2.491467475891,0.0,9.766666666667,0.25,0
2,0.2755417956656,4.520123958588,0.0,10.76666666667,0.25,0
3,0.3181818181818,0.9759358167648,0.0,12.46666666667,0.25,0
4,0.4342105263158,4.802631497383,0.0,15.2,0.25,0
5,0.3738317757009,2.558411300182,1.705607533455,14.26666666667,0.25,0
6,0.2790697674419,3.858350813389,0.0,15.76666666667,0.25,0
7,0.3263157894737,3.201754391193,0.0,19.0,0.25,0
8,0.4615384615385,4.570662021637,0.0,18.63333333333,0.25,0
9,0.6291079812207,5.997652709484,1.713615059853,14.2,0.25,0
10,0.5267857142857,4.345238208771,1.086309552193,11.2,0.25,0
11,0.3777239709443,3.535109043121,0.0,13.76666666667,0.25,0
12,0.5347721822542,6.12709826231,0.0,13.9,0.25,0
13,0.5886699507389,2.697044312954,0.0,13.53333333333,0.25,0
14,0.5191740412979,4.306784629822,0.0,11.3,0.25,0
15,0.2952646239554,0.0,0.0,11.96666666667,0.25,0
16,0.3453608247423,5.644329786301,0.0,12.93333333333,0.25,0
17,0.3747454175153,4.460285067558,0.743380844593,16.36666666667,0.25,0
18,0.4120689655172,1.887931108475,0.0,19.33333333333,0.25,0
19,0.5323383084577,4.842454433441,0.0,20.1,0.25,0
20,0.4796084828711,5.358890533447,0.0,20.43333333333,0.25,0
21,0.3824503311258,1.812913835049,0.6043046116829,20.13333333333,0.25,0
